scrip_code,symbol
531505,INDERGR
531503,MARIS
531502,ESARIND
531500,RAJESHEXPO
531499,SYBLY
531497,MADHUCON
531495,BLUECOAST
531494,NAVKARURB
531489,CGVAK
531486,FILME
531472,CYBELEIND
531471,DUKEOFS
531465,NOUVEAU
531463,GBLINFRA
531460,CONTICON
531458,BOSTON
531456,MINAXI
531454,POLYLINK
531453,MOHITIND
531449,GRMOVER
531441,LYONSCO
531439,GOLDTECH
531437,PWASML
531436,SAFFRON
531433,SUNGOLD
531432,SYTIXSE
531431,SHAKTIPUMP
531426,TNPL
531417,MEGACOR
531416,NARPROP
531413,KIRANPR
531412,RADIXIND
531411,TUNITEX
531406,ANSINDUS
531402,LWSKNIT
531400,ALMONDZ
531399,GGAUTO
531398,SOURCENTRL
531397,POLYCON
531396,WOMENNET
531395,PADAMCO
531390,UPSURGE
531387,HASTIFIN
531381,ARIHANT
531380,CSURGSU
531373,BYKE
531370,SPAR
531364,EKANSH
531360,GOLECHA
531359,SRAMSET
531358,CHOICEIN
531357,MERCURYEV
531352,PEETISEC
531349,PANACEABIO
531346,EASTRED
531344,CONCOR
531341,GUJINV
531340,BERVINL
531338,MILESTONE
531335,ZYDUSWELL
531334,VIKALPS
531328,KRETTOSYS
531324,ROSELABS
531323,JAYIND
531322,HAVISHA
531319,MGIL
531314,INTCAPL
531310,AVAILFC
531307,RRIL
531306,DHPIND
531304,NUTECGLOB
531301,TUSALDAH
531297,ARTEFACT
531289,NATFIT
531288,LEADFIN
531287,NATPLASTI
531286,ADHHATA
531283,CINDRELL
531281,MARBLE
531280,PANKAJPO
531279,TRISHAKT
531278,ELIXIR
531274,KINETRU
531273,RADHEDE
531272,NIKKIGL
531268,B2BSOFT
531266,VSTTILLERS
531262,EQUILATERA
531257,PRATIKSH
531255,PARAGONF
531254,OPTIFIN
531253,INDGELA
531246,PRIMAIN
531241,LINC
531237,DHRUVCA
531235,CITIPOR
531234,SCOOBEEDAY
531233,RASIELEC
531228,RANDER
531227,DECOMIC
531225,XTGLOBAL
531223,ANJANI
531221,MAYURFL
531219,SHYAMACOMP
531216,COMFINTE
531215,RTSPOWR
531213,MANAPPURAM
531212,NLFL
531210,COLINZ
531209,NUCLEUS
531205,SPRIGHT
531203,TRADEWELL
531201,SHILCTECH
531199,GLANCE
531190,EFORU
531179,ARMANFIN
531178,HEMANG
531176,MEFCOMCAP
531173,SYSCHEM
531169,SKPSEC
531168,ASSOCER
531163,KEMISTAR
531162,EMAMILTD
531161,ABMKNO
531158,CATVISION
531157,ORGCOAT
531156,ALFAVIO
531155,EPSOMPRO
531153,DILIGENT
531147,ALICON
531146,MEDICAMEQ
531144,ELFORGE
531137,GEMSI
531129,INANI
531127,MENAMANI
531126,KATIPATANG
531120,PATELENG
531119,CEENIK
531112,BALUFORGE
531111,GOTHIPL
531109,ISHANCH
531099,CHECKPOINT
531092,OMINFRAL
531091,UNITDCR
531083,NIHARINF
531082,ALANKIT
531080,SHRIKRISH
531069,VIJSOLX
531067,CONTILI
531051,VINTAGES
531049,NEELKAN
531043,ZDHJERK
531041,COMPEAU
531039,SWADHATURE
531035,EBIX
531033,REGAL
531027,LIBORD
531025,VISAGAR
531017,ARISE
531015,VENMAX
531003,SWRNASE
530999,BALAMINES
530997,UNIQUEO
530993,SARTHAKGL
530991,ROOPAIND
530979,INDIAHOME
530977,SKCIL
530973,ALFAICA
530965,IOC
530961,VIKASECO
530959,DIANATEA
530953,SUNILAGR
530951,RAMINFO
530943,AQYLON
530931,STANPACK
530925,RAMSONS
530921,INTETHR
530919,REMSONSIND
530917,RRSECUR
530909,ERPSOFT
530907,SICAPIT
530899,ASIAPAK
530897,NGIND
530883,SUCROSA
530881,ABVL
530879,CIFL
530871,CHEMBOND
530855,GDLLEAS
530853,HIPOLIN
530845,SUNSHIEL
530843,CUPID
530839,CLIOINFO
530829,CILSEC
530825,DAIKAFFI
530821,SSPDL
530813,KRBL
530809,BNRUDY
530805,OIVL
530803,BHAGERIA
530799,ANNAINFRA
530797,SHGANEL
530795,SUNCITYSY
530789,CEEJAY
530787,INLANPR
530779,DYNAMICP
530765,AGARWAL
530759,STERTOOLS
530757,SHENTRA
530755,CORNE
530747,CHALLANI
530745,ACSTECH
530741,OVOBELE
530735,SUPERBAK
530733,ENCODE
530723,ASITCFIN
530711,JAGANLAM
530709,GOWRALE
530705,ANIRIT
530699,RAJRILTD
530697,ZENLABS
530695,PRIMEPRO
530689,LYKISLTD
530677,SUPREME
530675,YORKEXP
530665,ZENITHHE
530663,GOYALASS
530655,GOODLUCK
530643,ECORECO
530627,VIPULORG
530621,AAIL
530617,SAMPRE
530615,GARGFUR
530601,JAGSONSER
530595,TELECANOR
530589,PRIMAPLA
530585,SWASTIKA
530581,EKAMLEA
530579,UYFINCORP
530577,LADDERUP
530571,EXPLICITFIN
530557,NCLRESE
530555,PARACABLES
530549,SHILPAMED
530547,KENFIN
530545,COSCO
530537,MANRAJH
530533,TERAI
530525,RRETAIL
530521,VIRAT
530517,RELAXO
530499,AKCAPIT
530495,STRATMONT
530477,VIKRAMTH
530475,TINNARUBR
530469,GSLSEC
530461,SABOOSOD
530459,VALSONQ
530457,GTTDATA
530449,RUNGTAIR
530445,SUMERUIND
530443,KIRANSY-B
530439,SIDDHA
530433,SHIVAAGRO
530429,ASHISHPO
530427,CHOKSI
530421,KUWERIN
530419,SUMEDHA
530407,EPIC
530405,JINDCAP
530401,VINYOFL
530393,DBSTOCKBRO
530377,NILAINFRA
530369,VAMSHIRU
530367,NRBBEARING
530365,ORIENTBELL
530363,UGARSUGAR
530361,PRABHHANS
530357,KBSINDIA
530355,ASIANENE
530343,GENUSPOWER
530341,MUKESHB
530331,PREMCO
530317,GODAVARI
530315,HINDTIN
530313,KIMIABL
530309,CHANDRAP
530307,CLSEL
530305,PICCADIL
530299,KOTHARIPRO
530295,SHRAJOI
530291,PAOS
530289,SPCAPIT
530281,QUANTDIA
530271,RICHUNV
530267,ARIGATO
530265,SAINIK
530263,GLOBALCA
530259,INTSTOIL
530255,KAYPOWR
530253,RAJTUBE
530251,RISAINTL
530249,BRIDGESE
530245,ARYAMAN
530239,SUVEN
530235,KJMCFIN
530233,AUROLAB
530231,SUBSM
530217,SWOJAS
530215,KINGSINFR
530213,FORINTL
530207,BRAWN
530201,KALLAM
530199,THEMISMED
530197,FUNDVISER
530187,ATHARVENT
530185,SURATRAML
530179,RSCINT
530177,VKGLOBAL
530175,ODYSSEY
530171,DAULAT
530169,MOHITPPR
530167,MONGIPA
530163,KERALAYUR
530145,KISAN
530141,GYANDEV
530139,KREONFIN
530135,OPTIEMUS
530133,AMCOIND
530129,NILE
530127,NPRFIN
530125,SAMRATPH
530119,NATRAJPR
530117,PRIVISCL
530111,RAJPACK
530109,ANUPAM
530079,FAZE3Q
530077,PURETROP
530075,ANTELOPUS
530073,SANGHVIMOV
530067,CSLFINANCE
530065,LORDSHOTL
530063,YASHRAJC
530057,VIVANZA
530053,REALECO
530045,TITANSEC
530043,ACKNIT
530037,SPARKLEGR
530027,AADIIND
530025,SAMYAKINT
530023,THEINVEST
530019,JUBLPHARMA
530017,SIL
530007,JKTYRE
530005,INDIACEM
530001,GUJALKALI
527005,SHREEPAC
527001,ASHAPURMIN
526987,URJA
526981,SHBAJRG
526977,CRIMSON
526971,DHOOTIN
526967,HEERAISP
526965,GUJCRAFT
526961,LASTMILE
526953,VENUSREM
526951,STYLAMIND
526947,LAOPALA
526945,TYROON
526941,VAICC
526935,KALIND
526931,HRYNSHP
526921,21STCENMGM
526905,PADMAIND
526901,SONALAD
526899,HFIL
526891,MKTCREAT
526887,INDOCRED
526885,SARLAPOLY
526883,SHIKHAR
526881,63MOONS
526877,SIDDHEGA
526873,RAJSEC
526871,INTECCAP
526869,KUMPFIN
526865,JAINCO
526861,RISHILASE
526859,ISFL
526853,BI
526851,AREXMIS
526849,BANARBEADS
526847,ASHSI
526841,SHAKTIPR
526839,SIPL
526829,CONFIPET
526827,SPICEISLIN
526823,RAJINFRA
526821,DAICHI
526817,CHEVIOT
526813,RAGHUNAT
526807,SEAMECLTD
526797,GREENPLY
526783,DRAGARWQ
526775,VALIANT
526761,HOWARHO
526755,VELHO
526751,GRATEXI
526747,PGFOILQ
526739,SHAWGELTIN
526731,BRIGHTBR
526729,GOLDIAM
526727,GARNET
526725,SANDESH
526723,NTCIND
526721,NICCOPAR
526717,HPBL
526711,ADARSHPL
526709,BITS
526705,ELEMARB
526703,ECOPLAST
526677,KEEPLEARN
526675,TIRTPLS
526668,KAMATHOTEL
526666,BIL
526662,ARENTERP
526654,THAKDEV
526650,TFCILTD
526642,MIRZAINT
526640,RAYALEMA
526638,TEXELIN
526628,AJWAFUN
526622,MFLINDIA
526616,NATPLAS
526614,EXPOEAPL
526612,BLUEDART
526608,ELECTHERM
526604,LIPPISYS
526596,LIBERTSHOE
526588,PHOTOQUP
526586,WIMPLAST
526582,TPLPLASTEH
526574,ENTRINT
526570,MIDWEST
526554,SALGUTI
526550,CCHHL
526546,CHOKSILA
526544,SGLRES
526532,SFPIL
526530,IIRM
526525,WWALUM
526519,ALPINEHOU
526508,SHAHISHIP
526506,SYSTMTXC
526500,STRGRENWO
526494,PROMACT
526492,RISHIROOP
526490,PRATIK
526488,BHUDEVI
526481,PHOENXINTL
526479,SKYIND
526473,ELEFLOR
526471,WINSOMBR
526468,EUROLED
526445,INDRANIB
526443,AEIM
526441,VISIONCINE
526439,AMBIT
526435,PERFEPA
526433,ASMTEC
526431,WELTI
526423,KRITI
526415,OKPLA
526409,KKALPANAIND
526407,HAMPTON
526397,ALPHAGEO
526381,PATINTLOG
526373,CINDHO
526371,NMDC
526367,GANESHHOU
526365,SWARNSAR
526355,DUROPACK
526349,NIRBHAYIND
526345,PANJON
526335,SHREYASI
526331,ADVMULT
526325,ORIENTLTD
526315,DIVSHKT
526299,MPHASIS
526269,CRSTCHM
526263,MOLDTECH
526251,MIDEASTP
526247,PREMEXPLN
526241,AMRAPLIN
526237,MORGAN
526231,STDSFAC
526227,FILATEX
526225,BLOOM
526217,HITECHCORP
526211,SURJIND
526193,ROYALCU
526187,ASHRAM
526179,LUDLOWJUT
526173,ANDREWYU
526169,MULTIBASE
526161,SPENTA
526159,NIKHILAD
526143,MPL
526139,TRABI
526137,SHETR
526133,SUPERTEX
526125,BNAGROCHEM
526117,SHERVANI
526115,KARANWO
526113,UNRYLMA
526095,RALEGRA
526081,SCAGRO
526075,VINRKLB
526073,GALXBRG
526071,STELLANT
526043,POLYCHMP
526027,CUBEXTUB
526025,GLOBUSCON
526001,JAUSPOL
524828,BDH
524824,BALPHARMA
524820,PANAMAPET
524818,DYNAMIND
524816,NATCOPHARM
524808,PHYTO
524804,AUROPHARMA
524790,EVERESTO
524774,NGLFINE
524768,EMMESSA
524752,DECIPHER
524748,LINKPH
524743,FISCHER
524742,CAPLIPOINT
524735,HIKAL
524731,JENBURPH
524717,TITANBIO
524715,SUNPHARMA
524711,VISTAPH
524709,NACLIND
524703,SANDUPHQ
524687,BASANTGL
524675,KABSON
524669,HESTERBIO
524667,SOTL
524663,BIBCL
524661,WELCURE
524654,NATCAPSUQ
524648,INDOAMIN
524642,SIKOZY
524640,ARCHITORG
524636,OXYGENTAPH
524634,ALUFLUOR
524632,SHUKRAPHAR
524628,PARKERAC
524624,GAGAN
524622,ISTRNETWK
524614,INDXTRA
524606,BERLDRG
524604,ADLINE
524602,BANDARAM
524598,AKSHARCHEM
524594,AEONXDIGI
524592,JAYSYNTH
524590,HEMORGANIC
524582,TIRUSTA
524580,PRIYALT
524576,VIVIDIND
524572,PHARMAID
524570,PODDARMENT
524564,GAYATRIBI
524558,NEULANDLAB
524548,SHARMEH
524542,SUKHJITS
524534,BHASKAGR
524522,LAFFANSQ
524520,KMCSHIL
524518,KREBSBIO
524516,BACPHAR
524506,CORALAB
524502,RAAJMEDI
524500,KILITCH
524494,IPCALAB
524488,SVCIND
524480,RIDDHI
524470,SYNCOMF
524458,INDOEURO
524444,EVEXIA
524440,CAMEXLTD
524434,ASINPET
524414,NORRIS
524412,AAREYDRUGS
524408,UNIVSTAR
524404,MARKSANS
524400,ISHITADR
524396,BIOFILCHEM
524394,VIMTALABS
524372,ORCHPHARMA
524370,BODALCHEM
524348,AARTIDRUGS
524342,INDOBORAX
524336,SHHARICH
524332,BCLIND
524330,JAYAGROGN
524324,SEYAIND
524322,KABRADG
524314,GUJTERC
524288,AIMCOPEST
524280,KOPRAN
524238,GUJINJEC
524230,RCF
524226,GAEL
524218,RESONANCE
524212,WANBURY
524210,PNTKYOR
524208,AARTIIND
524204,TEEAI
524202,LACTOSE
524200,VINATIORGA
524174,KESARPE
524164,IOLCP
524156,TCMLMTD
524136,PCCOSMA
524129,VINYLINDIA
524109,KABRAEXTRU
524091,CARYSIL
524080,HARLETH
524075,ALBERTDAVD
524055,PANIDPR
524051,POLYPLEX
524046,PETPLST
524038,VENLONENT
524037,RAMAPHO
524031,PATIDAR
524019,KINGFA
524000,POONAWALLA
523888,VRWODAR
523874,EASTINDIA
523862,GRANDOAK
523850,AXTEL
523844,CONSTRONIC
523842,SUPTANERY
523840,INNOVTEC
523838,SIMPLEXINF
523836,GUJRAFFIA
523832,MUKATPIP
523828,MENONBE
523826,SOVERDIA
523796,VHLTD
523792,MAZDA
523790,SHUKJEW
523782,MITSHI
523754,MAHEPC
523752,TIHIL
523736,DVL
523732,ECOBOAR
523722,SVAMSOF
523716,ASHIANA
523710,SAYAJIHOTL
523708,EIMCOELECO
523704,MASTEK
523696,FORTISMLR
523694,APCOTEXIND
523676,GOLKUNDIA
523672,FLEXFO
523660,WATERBASE
523652,KKPLASTICK
523650,YASHINNO
523648,PLASTIBLEN
523642,PIIND
523638,IPRINGLTD
523630,NFL
523620,PHRMASI
523618,DREDGECORP
523610,ITI
523606,SIKA
523598,SCI
523594,KUNSTOFF
523586,INDTONER
523574,FEL
523566,MARBU
523558,SWISSMLTRY
523550,KRYPTONQ
523539,PRECWIRE
523537,APMIN
523519,UNIOFFICE
523489,CMMHOSP
523483,PACIFICI
523475,LOTUSCHO
523467,JAIMATAG
523465,INDBNK
523457,LINDEINDIA
523449,SHARP
523445,RIIL
523425,SUNRAJDI
523419,TNTELE
523411,ADCINDIA
523405,JMFINANCIL
523398,BOSCH-HCIL
523395,3MINDIA
523391,NAHARPOLY
523387,HOM
523385,NILKAMAL
523384,MAHAPEXLTD
523373,MINID
523371,MAWANASUG
523369,DCMSRIND
523367,DCMSHRIRAM
523351,STDSHOE
523343,MICROSE
523329,ELDEHSG
523323,KOVAI
523319,BALMLAWRIE
523315,PURITY
523309,SHRIGANG
523301,TCPLPACK
523289,RAMAVISION
523283,SUPERHOUSE
523269,ADVANIHOTR
523261,VENKEYS
523260,PEARLPOLY
523248,MACPLASQ
523242,NBFOOT
523232,CONTPTR
523229,BHARATSE
523207,KOKUYOCMLN
523186,BAPACK
523160,FOSECOC
523144,MEDICAPQ
523127,EIHAHOTELS
523120,THRIVE
523116,SANCTRN
523113,FUTURSEC
523105,CROPSTER
523100,COSMOFE
523062,JJFINCOR
523054,ZBINTXPP
523025,SAFARI
523023,SINCLAIR
523021,RISHITECH
523019,BNRSEC
523011,WEIZMANIND
523007,ANSALBU
522650,BEMHY
522295,CONTROLPR
522294,TIGLOB
522292,CANDOUR
522289,NMSGLOBAL
522287,KPIL
522285,JAYNECOIND
522281,RAMRAT
522275,GVTD
522273,AHMDSTE
522267,VJLAXMIE
522261,DOLPHIN
522257,RAJOOENG
522251,CENLUB
522249,MAYURUNIQ
522241,MMFL
522237,SHIVAGR
522235,MINALIND
522231,CONART
522229,TANAA
522217,GUJAPOLLO
522215,HLEGLAS
522209,YOGISUNG
522207,RASANDIK
522205,PRAJIND
522195,FRONTSP
522183,ITL
522165,INDSILHYD
522163,DIACABS
522152,SOLIMAC
522134,ARTSON
522122,VOITHPAPR
522113,TIMKEN
522108,YUKEN
522105,BIRLAPREC
522101,KLBRENG-B
522091,UVDRHOR
522074,ELGIEQUIP
522073,HITECHGEAR
522064,HONDAPOWER
522036,MIVENMACH
522034,SHANTIGEAR
522029,WINDMACHIN
522027,EMAINDIA
522017,FLUIDOM
522014,UNIDT
522005,AUSTENG
522004,BATLIBOI
522001,CRANEX
521248,KITEX
521246,PARASPETRO
521244,MKPMOB
521242,KANDAGIRI
521240,SAMBANDAM
521238,BGDL
521234,SRINACHA
521232,SUNILTX
521228,TATIAGLOB
521226,UNIROYAL
521222,SANBLUE
521220,DAMODARIND
521216,DHANROTO
521210,CITYMAN
521206,SAMTEX
521200,SURYALAXMI
521194,SILINV
521180,SUPERSPIN
521178,SRMCL
521163,ZODIACLOTH
521161,SLSTLQ
521151,DHANFAB
521149,PRIMEURB
521141,ADITYASP
521137,EUREKAI
521133,GEMSPIN
521131,SBFL
521113,SUDTIND-B
521109,NAGREEKEXP
521105,OLYMPTX
521097,AMARJOTHI
521080,PASARI
521070,ALOKINDS
521068,HISARSP
521064,TRIDENT
521062,OCTAVE
521054,KAKTEX
521048,ADVLIFE
521036,SOURCEIND
521034,SOMATEX
521018,MARALOVER
521016,ICIL
521014,EUROTEXIND
521005,TITANIN
521003,SHVSUIT
520155,STARLOG
520151,TRANSWORLD
520141,SIBARAUT
520131,COARO
520127,BALTE
520123,ABCINDQ
520121,ARCEEIN
520119,ASAL
520113,VESUVIUS
520111,RATNAMANI
520086,SICALLOG
520081,ECSTSTL
520075,SAMKRG
520073,RACLGEAR
520066,JAYBARMARU
520059,MUNJALAU
520057,JTEKTINDIA
520056,TVSHLTD
520051,JAMNAAUTO
520043,MUNJALSHOW
520021,OMAXAUTO
520008,RICOAUTO
519612,LAKESHORE
519606,INTEGFD
519604,SURFI
519602,KELLTONTEC
519600,CCL
519574,HINDUST
519566,SIMRAN
519552,HERITGFOOD
519532,ASIANTNE
519528,NORBTEAEXP
519506,NCCBLUE
519500,BKV
519494,NKIND
519483,TAIIND
519479,OMEAG
519477,CIANAGRO
519475,CHORDIA
519471,AMBARPIL
519463,IBINFO
519457,VIRATCRA
519421,KSE
519415,KMGMILK
519413,DATIWARE
519397,SHINDL
519383,ANIKINDS
519367,TRANSFD
519359,POONADAL
519331,VSFPROJ
519307,VIKASWSP
519299,PRIMIND
519295,BAMBINO
519287,MODAIRY
519285,TARAI
519279,MADHURIND
519262,PRIMAGR
519260,SANWARIA
519238,SPTRSHI
519234,SIEL
519230,KISAAN
519224,WILLAMAGOR
519216,AJANTSOY
519214,WILLIMFI
519191,RGRL
519183,ADFFOODS
519174,ASHAI
519156,VADILALIND
519152,VADILENT
519136,NAHARINDUS
519126,HNDFDS
519105,AVTNPL
519097,RITESHIN
519091,TASTYBITE
519014,PRSNTIN
519003,MODINATUR
518091,APCL
518075,SURAJ
518053,SRICC
518011,KEERTHI
517569,KEI
517562,TRIGYN
517556,PVP
517554,NHCFOODS
517546,ALFATRAN
517544,CENTUM
517536,ONWARDTEC
517530,SURANAT&P
517522,RAJRATAN
517514,DHINDIA
517506,TTKPRESTIG
517500,ROTO
517498,WEBELSOLAR
517494,ACCEL
517477,ELNET
517467,MARSONS
517449,MAGNAELQ
517447,RSSOFTWARE
517437,DUTRON
517431,NARMP
517429,ATHENAGLO
517421,BUTTERFLY
517417,PATELSAI
517415,LEENEE
517411,SHYAMTEL
517399,VXLINSTR
517397,PANELEC
517393,REGANTO
517385,SYMPHONY
517380,IGARASHI
517372,GUJINTRX
517370,INCAP
517360,SBECSYS
517356,ACIIN
517354,HAVELLS
517344,MINDTECK
517336,MODMA
517334,MOTHERSON
517320,MAGNUS
517300,GIPCL
517288,GUJARATPOLY
517286,RNITAI
517273,S&SPOWER
517271,HBLENGINE
517264,FINELINE
517258,PRECISIO
517246,BCCFUBA
517238,DYNAVSN
517236,CALCOM
517214,DIGISPICE
517206,LUMAXIND
517201,SWITCHTE
517174,HONAUT
517172,PERVASIVE
517170,EDVENSWA
517168,SUBROS
517166,SPELS
517146,USHAMART
517119,PCS
517096,APLAB
517077,INDAGIV
517063,JETKINGQ
517059,SALZERELEC
517044,IDM
517041,ADOR
517035,RIR
517015,VINDHYATEL
516110,FAMILYCARE
516108,STHINPA
516106,SHKARTP
516098,VENTURA
516096,SANPA
516092,3PLAND
516082,NRAIL
516078,JUMBO
516072,VISHNU
516064,ARROWGREEN
516062,NATPLY
516038,KSSMART
516032,TAHMARENT
516030,PAKKA
516022,STARPAPER
516020,AGIOPAPER
516016,SHREYANIND
516003,DUROPLY
515147,HALDYNGL
515093,MADHAV
515085,RESTILE
515059,MADHUDIN
515055,ANANTRAJ
515043,SEKURITIND
515037,MURUDCERA
515030,ASAHIINDIA
515018,REGENCERAM
515008,MODINSU
514470,WINSOMTX
514454,SOUTLAT
514450,MHLXMIRU
514448,JYOTIRES
514442,SRIKPRIND
514440,BPAGRI
514428,HINDADH
514418,MANORG
514414,OXFORDIN
514412,SARUPINDUS
514402,ECOHOTELS
514400,GARWSYN
514386,GUJCOTEX
514378,YARNSYN
514360,KRRAIL
514358,EVERFIN
514354,PREMIERPOL
514348,WINSOME
514336,CCME
514332,NEOINFRA
514330,ONEGLOBAL
514326,PATSPINLTD
514324,OMNITEX
514322,KAMADGIRI
514318,JATTAINDUS
514316,RAGHUSYN
514312,JAIHIND
514302,VIPPYSP
514300,PIONEEREMB
514286,ASHIMASYN
514280,SANTETX
514274,VGL
514272,BHILSPIN
514266,ZENIFIB
514264,SEASONST
514260,SURBHIN
514248,SRECR
514240,KUSHIND
514238,MKVENTURES
514236,TTLEL
514234,SANGAMIND
514223,RAMGOPOLY
514211,SUMEETINDS
514197,STCORP
514183,BLACKROSE
514175,VARDMNPOLY
514171,CEETAIN
514167,GANECOS
514165,INDIANACRY
514162,WELSPUNLIV
514142,TTL
514138,SURYALA
514113,ADINATH
514087,PBMPOLY
514060,NEWTRAC
514045,BSL
514043,HIMATSEIDE
514036,LOYALTEX
514030,DEEPAKSP
514028,RAJKSYN
514010,RUDRAECO
513729,AROGRANITE
513721,MFSINTRCRP
513713,WHITEORG
513709,SHILGRAVQ
513699,SOLIDSTON
513693,KAJARIR
513687,SPECTRA
513683,NLCINDIA
513642,AXELPOLY
513629,TULSYAN
513599,HINDCOPPER
513575,STERPOW
513566,NOVIS
513554,MAHASTEEL
513548,SHRDAIS
513544,MSCTC
513540,TNSTLTU
513536,GNRL
513532,PRADPME
513528,GLITTEKG
513519,PITTIENG
513517,STEELCAS
513513,ADITYA
513511,PANCHMAHQ
513509,KALYANIFRG
513507,GUJCONT
513502,BAROEXT
513498,SOUTHMG
513496,SIZEMASTER
513488,SSWRL
513472,SIMPLEXCAS
513460,MAHALXSE
513456,KANSHST
513452,ELANGO
513436,SHAHALLOYS
513430,MAITRI
513422,BLOIN
513418,SMFIL
513397,VALLABHSQ
513377,MMTC
513375,CARBORUNIV
513369,KVFORGE
513361,INDIAHOMES
513353,COCHINM
513349,AJMERA
513337,GUJTLRM
513307,BELDING
513303,MDRNSTL
513295,IMEC
513269,MANINDS
513262,SSWL
513252,JAYUSH
513250,JYOTISTRUC
513228,PENIND
513173,STLSTRINF
513149,ACROW
513121,ORICONENT
513117,AMFORG
513108,GANDHITUBE
513097,SBCL
513063,TRANSFRE
513059,GSAUTO
513043,REMIEDEL
513039,ZHINUDYP
513023,NAVA
513012,ZJEETMAC
513005,CHROME
512634,SAVERA
512626,ORBTEXP
512624,REGENTRP
512618,RLF
512608,BHANDARI
512604,HARIAEXPO
512600,ASTALLTD
512599,ADANIENT
512597,KEYFINSERV
512595,MANBRO
512591,PULSRIN
512589,SITAENT
512587,ZODJRDMKJ
512573,AVANTIFEED
512565,NEELKANTH
512559,KOHINOOR
512553,ZENITHEXPO
512531,STCINDIA
512529,VIYASH
512527,SUPER
512519,DONEAR
512517,VINVANI
512511,VARUNME
512505,MEENST
512499,SHALPRO
512493,GARNETINT
512489,OASISEC
512485,DHANCOT
512479,VIRYA
512477,BETXIND
512463,LLOYDSENT
512461,PUNCTRD
512455,LLOYDSME
512453,SHRJAGP
512445,DEVITRD
512443,GANONPRO
512441,ENBETRD
512439,ESQRMON
512437,APOLLOFI
512433,ASUTENT
512431,WHITHAL
512425,NIRAVCOM
512415,MERCTRD
512408,UNIWSEC
512404,BENGALS
512399,SERA
512393,SHARDUL
512381,STARTECK
512379,CRSL
512377,MAGANTR
512367,ZSHERAPR
512361,CUPIDALBV
512345,LEXGLOBAL
512344,ARAVALIS
512329,SGMART
512303,ZMANSOON
512301,CHMBBRW
512297,SHANTAI
512296,BHAGYANGR
512291,ZSPEEDCO
512277,AUTOINT
512271,TASHIND
512267,MMWL
512265,AVONMERC
512261,BAJGLOB
512257,SVARTCORP
512247,ASHCAP
512245,ZNIVITRD
512237,JAICORPLTD
512229,VERITAS
512221,SPVGLOBAL
512217,PRISMMEDI
512213,CLASELE
512197,SILVERO
512195,BENTCOM
512179,SUNTECK
512175,VAMA
512165,ABANSENT
512161,SECURKLOUD
512157,TERRAREAL
512153,MLINDLTD
512149,AVANCE
512147,KAJALSY
512131,SIGIND
512117,TWIROST
512115,ROSEMER
512109,AVIVA
512103,NIDHGRN
512101,TRIPR
512099,EY
512097,SAICOM
512093,CRANESSOFT
512091,GDIL
512070,UPL
512068,DECNGOLD
512065,MRUTR
512064,VISVEN
512063,WARDHEALTH
512062,ZSANMCOM
512060,SHYAM
512048,DHANSAFAL
512047,ROYALIND
512038,TCC
512036,SKYBIOTECH
512026,VEGA
512025,ASGARD
512022,WINROC
512020,ZSARACOM
512018,TTGIL
512014,SOBME
512008,EFCIL
512004,ZNILKENG
511768,MASTERTR
511766,MUTHOOTCAP
511764,AASTAFIN
511758,MANSIFIN
511756,ABIRAFN
511754,SAHLIBHFI
511742,UGROCAP
511740,RFL
511738,MEHSECU
511728,KZLFIN
511726,VIPULLTD
511724,BAIDFIN
511716,INVIGO
511714,NIMBSPROJ
511712,RELICTEC
511710,CUBIFIN
511702,YOGI
511700,STANCAP
511696,CHRTEDCA
511692,AJCON
511676,GICHSGFIN
511672,SCANSTL
511664,BGIL
511658,NETTLINX
511654,SUGALDAM
511636,DJSSS
511632,OLYMTFI
511630,SAMBHAAV
511628,FEDDERSHOL
511626,RRFIN
511611,DCMFINSERV
511609,ISLCONSUL
511605,ARIHANTCAP
511601,YASHMGM
511593,LIBORDFIN
511589,AVONMORE
511585,BEFOUNDMOL
511577,MANTRA
511571,CRESCENTIS
511563,SANCF
511559,TEAMGTY
511557,PROFINC
511551,MONARCH
511549,MORARKFI
511543,GSBFIN
511539,SUPRATRE
511535,NDASEC
511533,SAHARAHOUS
511525,PANINDIAC
511523,VEERHEALTH
511509,VIVOBIOT
511507,USHAKIRA
511505,CAPTRUST
511501,BHARAT
511493,SHRYDUS
511473,INDBANK
511463,ALEXANDER
511451,DHARFIN
511447,SYLPH
511441,GUJCRED
511431,VAKRANGEE
511413,CREST
511411,SHRISTI
511401,MCLTD
511391,INTRGLB
511377,MEHIF
511359,ADMANUM
511355,INDCEMCAP
511333,VLSFINANCE
511260,ICONIKSPEV
511254,SAGARSYST
511246,BOMTALKIES
511243,CHOLAFIN
511218,SHRIRAMFIN
511208,IVC
511200,MUNCAPM
511196,CANFINHOME
511194,ICDSLTD
511187,MILLENNIUM
511185,RAJVI
511176,PARSHWANA
511169,RKDAGRRTL
511153,ANJANIFOODS
511147,WSFX
511131,KAMANWALA
511122,1STCUS
511116,QUADRANT
511110,VBDESAI
511108,SHIVATEX
511096,TVOLCON
511092,JMDVL
511076,AEROENTER
511074,EASYFIN
511066,SAKTHIFIN
511060,JUMBFNL
511048,KUSUMEL
511038,ZARCOLEA
511034,JINDRILL
511018,ZMILGFIN
511016,PREMCAP
511012,YAMNINV
511000,MADHUSE
510245,SWASTIVI
509966,VSTIND
